,total_trades,win_rate,avg_pnl,total_pnl,std_pnl,max_win,max_loss,avg_winner,avg_loser,sharpe_ratio,max_drawdown,mar_ratio,avg_rom,median_rom,expire_rate,stop_rate,best_day,worst_day
10:00,1000.0,0.715,13.944600000000015,13944.600000000015,327.37273637149343,297.44,-507.94,219.07076923076923,-500.6701754385965,0.04259548352913565,-3946.399999999996,1.555762476534174,0.15458747248810095,2.285840220385675,0.72,0.28,1.0,3.0
10:01,2008.0,0.7231075697211156,19.828326693227105,39815.28000000003,325.00426066700703,292.44,-507.94,219.6300826446281,-501.9561151079137,0.0610094361610318,-6613.360000000008,2.6507327500221307,0.21988644721599482,2.288361831218974,0.7270916334661355,0.2729083665338645,4.0,3.0
10:02,1000.0,0.715,13.944600000000015,13944.600000000015,327.37273637149343,297.44,-507.94,219.07076923076923,-500.6701754385965,0.04259548352913565,-3946.399999999996,1.555762476534174,0.15458747248810095,2.285840220385675,0.72,0.28,1.0,3.0
10:03,1000.0,0.715,13.944600000000015,13944.600000000015,327.37273637149343,297.44,-507.94,219.07076923076923,-500.6701754385965,0.04259548352913565,-3946.399999999996,1.555762476534174,0.15458747248810095,2.285840220385675,0.72,0.28,1.0,3.0
10:04,1000.0,0.715,13.944600000000015,13944.600000000015,327.37273637149343,297.44,-507.94,219.07076923076923,-500.6701754385965,0.04259548352913565,-3946.399999999996,1.555762476534174,0.15458747248810095,2.285840220385675,0.72,0.28,1.0,3.0
10:05,1004.0,0.7231075697211156,19.828326693227105,19907.640000000014,325.0852586148483,292.44,-507.94,219.6300826446281,-501.9561151079137,0.06099423510531782,-3562.079999999998,2.4606760572034307,0.21988644721599482,2.288361831218974,0.7270916334661355,0.2729083665338645,4.0,3.0
10:06,1000.0,0.715,13.944600000000015,13944.600000000015,327.37273637149343,297.44,-507.94,219.07076923076923,-500.6701754385965,0.04259548352913565,-3946.399999999996,1.555762476534174,0.15458747248810095,2.285840220385675,0.72,0.28,1.0,3.0
10:07,1004.0,0.7231075697211156,19.828326693227105,19907.640000000014,325.0852586148483,292.44,-507.94,219.6300826446281,-501.9561151079137,0.06099423510531782,-3562.079999999998,2.4606760572034307,0.21988644721599482,2.288361831218974,0.7270916334661355,0.2729083665338645,4.0,3.0
10:08,1000.0,0.715,13.944600000000015,13944.600000000015,327.37273637149343,297.44,-507.94,219.07076923076923,-500.6701754385965,0.04259548352913565,-3946.399999999996,1.555762476534174,0.15458747248810095,2.285840220385675,0.72,0.28,1.0,3.0
10:09,1004.0,0.7231075697211156,19.828326693227105,19907.640000000014,325.0852586148483,292.44,-507.94,219.6300826446281,-501.9561151079137,0.06099423510531782,-3562.079999999998,2.4606760572034307,0.21988644721599482,2.288361831218974,0.7270916334661355,0.2729083665338645,4.0,3.0
10:10,1000.0,0.715,13.944600000000015,13944.600000000015,327.37273637149343,297.44,-507.94,219.07076923076923,-500.6701754385965,0.04259548352913565,-3946.399999999996,1.555762476534174,0.15458747248810095,2.285840220385675,0.72,0.28,1.0,3.0
10:11,1004.0,0.7231075697211156,19.828326693227105,19907.640000000014,325.0852586148483,292.44,-507.94,219.6300826446281,-501.9561151079137,0.06099423510531782,-3562.079999999998,2.4606760572034307,0.21988644721599482,2.288361831218974,0.7270916334661355,0.2729083665338645,4.0,3.0
10:12,1000.0,0.715,13.944600000000015,13944.600000000015,327.37273637149343,297.44,-507.94,219.07076923076923,-500.6701754385965,0.04259548352913565,-3946.399999999996,1.555762476534174,0.15458747248810095,2.285840220385675,0.72,0.28,1.0,3.0
10:13,1004.0,0.7231075697211156,19.828326693227105,19907.640000000014,325.0852586148483,292.44,-507.94,219.6300826446281,-501.9561151079137,0.06099423510531782,-3562.079999999998,2.4606760572034307,0.21988644721599482,2.288361831218974,0.7270916334661355,0.2729083665338645,4.0,3.0
10:14,1000.0,0.715,13.944600000000015,13944.600000000015,327.37273637149343,297.44,-507.94,219.07076923076923,-500.6701754385965,0.04259548352913565,-3946.399999999996,1.555762476534174,0.15458747248810095,2.285840220385675,0.72,0.28,1.0,3.0
10:15,1004.0,0.7231075697211156,19.828326693227105,19907.640000000014,325.0852586148483,292.44,-507.94,219.6300826446281,-501.9561151079137,0.06099423510531782,-3562.079999999998,2.4606760572034307,0.21988644721599482,2.288361831218974,0.7270916334661355,0.2729083665338645,4.0,3.0
10:16,1004.0,0.7231075697211156,19.828326693227105,19907.640000000014,325.0852586148483,292.44,-507.94,219.6300826446281,-501.9561151079137,0.06099423510531782,-3562.079999999998,2.4606760572034307,0.21988644721599482,2.288361831218974,0.7270916334661355,0.2729083665338645,4.0,3.0
10:17,1000.0,0.715,13.944600000000015,13944.600000000015,327.37273637149343,297.44,-507.94,219.07076923076923,-500.6701754385965,0.04259548352913565,-3946.399999999996,1.555762476534174,0.15458747248810095,2.285840220385675,0.72,0.28,1.0,3.0
10:18,2024.0,0.700592885375494,3.690000000000014,7468.560000000029,333.32665434567525,297.44,-507.94,220.4188434414669,-503.44118811881185,0.011070221813624638,-9850.079999999914,0.3338377544812914,0.04067486567535223,2.2406198118428335,0.7035573122529645,0.2964426877470356,4.0,2.0
10:19,1010.0,0.7019801980198019,3.474039603960409,3508.7800000000134,332.9512142129914,282.44,-507.94,219.39345557122712,-505.12019933554825,0.010434079996290507,-8289.900000000032,0.18635677280262167,0.03845438749330586,2.236906077348066,0.7039603960396039,0.296039603960396,0.0,2.0
10:20,1012.0,0.7015810276679841,3.415296442687759,3456.280000000012,333.18108249323825,292.44,-507.94,219.7752112676056,-505.2454304635762,0.010250571302339985,-7542.540000000007,0.20175747318827286,0.03761187530375488,2.2381426202321726,0.7035573122529645,0.2964426877470356,1.0,2.0
10:21,1012.0,0.7015810276679841,3.415296442687759,3456.280000000012,333.18108249323825,292.44,-507.94,219.7752112676056,-505.2454304635762,0.010250571302339985,-7542.540000000007,0.20175747318827286,0.03761187530375488,2.2381426202321726,0.7035573122529645,0.2964426877470356,1.0,2.0
10:22,1012.0,0.7015810276679841,3.415296442687759,3456.280000000012,333.18108249323825,292.44,-507.94,219.7752112676056,-505.2454304635762,0.010250571302339985,-7542.540000000007,0.20175747318827286,0.03761187530375488,2.2381426202321726,0.7035573122529645,0.2964426877470356,1.0,2.0
10:23,1012.0,0.700592885375494,3.6900000000000124,3734.2800000000125,333.40906914588277,297.44,-507.94,220.4188434414669,-503.44118811881197,0.0110674853850045,-5218.700000000042,0.3150524640869395,0.04067486567535226,2.2406198118428335,0.7035573122529645,0.2964426877470356,4.0,2.0
10:24,1012.0,0.7015810276679841,3.415296442687759,3456.280000000012,333.18108249323825,292.44,-507.94,219.7752112676056,-505.2454304635762,0.010250571302339985,-7542.540000000007,0.20175747318827286,0.03761187530375488,2.2381426202321726,0.7035573122529645,0.2964426877470356,1.0,2.0
10:25,1012.0,0.700592885375494,3.6900000000000124,3734.2800000000125,333.40906914588277,297.44,-507.94,220.4188434414669,-503.44118811881197,0.0110674853850045,-5218.700000000042,0.3150524640869395,0.04067486567535226,2.2406198118428335,0.7035573122529645,0.2964426877470356,4.0,2.0
10:26,1012.0,0.7015810276679841,3.415296442687759,3456.280000000012,333.18108249323825,292.44,-507.94,219.7752112676056,-505.2454304635762,0.010250571302339985,-7542.540000000007,0.20175747318827286,0.03761187530375488,2.2381426202321726,0.7035573122529645,0.2964426877470356,1.0,2.0
10:27,1012.0,0.700592885375494,3.6900000000000124,3734.2800000000125,333.40906914588277,297.44,-507.94,220.4188434414669,-503.44118811881197,0.0110674853850045,-5218.700000000042,0.3150524640869395,0.04067486567535226,2.2406198118428335,0.7035573122529645,0.2964426877470356,4.0,2.0
10:28,1012.0,0.7015810276679841,3.415296442687759,3456.280000000012,333.18108249323825,292.44,-507.94,219.7752112676056,-505.2454304635762,0.010250571302339985,-7542.540000000007,0.20175747318827286,0.03761187530375488,2.2381426202321726,0.7035573122529645,0.2964426877470356,1.0,2.0
10:29,1012.0,0.700592885375494,3.6900000000000124,3734.2800000000125,333.40906914588277,297.44,-507.94,220.4188434414669,-503.44118811881197,0.0110674853850045,-5218.700000000042,0.3150524640869395,0.04067486567535226,2.2406198118428335,0.7035573122529645,0.2964426877470356,4.0,2.0
10:30,1012.0,0.7015810276679841,3.415296442687759,3456.280000000012,333.18108249323825,292.44,-507.94,219.7752112676056,-505.2454304635762,0.010250571302339985,-7542.540000000007,0.20175747318827286,0.03761187530375488,2.2381426202321726,0.7035573122529645,0.2964426877470356,1.0,2.0
10:31,1012.0,0.700592885375494,3.6900000000000124,3734.2800000000125,333.40906914588277,297.44,-507.94,220.4188434414669,-503.44118811881197,0.0110674853850045,-5218.700000000042,0.3150524640869395,0.04067486567535226,2.2406198118428335,0.7035573122529645,0.2964426877470356,4.0,2.0
10:32,1012.0,0.7015810276679841,3.415296442687759,3456.280000000012,333.18108249323825,292.44,-507.94,219.7752112676056,-505.2454304635762,0.010250571302339985,-7542.540000000007,0.20175747318827286,0.03761187530375488,2.2381426202321726,0.7035573122529645,0.2964426877470356,1.0,2.0
10:33,63632.0,0.700983781745034,2.2020467689213477,140120.6400000032,332.59381428328203,297.44,-507.94,218.38249523596008,-504.5898228832711,0.006620828994269226,-365517.51999998424,0.16878437806726931,0.024191367071068847,2.235670900055218,0.7039539854161428,0.29604601458385715,4.0,3.0
10:34,1012.0,0.7015810276679841,3.415296442687759,3456.280000000012,333.18108249323825,292.44,-507.94,219.7752112676056,-505.2454304635762,0.010250571302339985,-7542.540000000007,0.20175747318827286,0.03761187530375488,2.2381426202321726,0.7035573122529645,0.2964426877470356,1.0,2.0
10:35,1012.0,0.700592885375494,3.6900000000000124,3734.2800000000125,333.40906914588277,297.44,-507.94,220.4188434414669,-503.44118811881197,0.0110674853850045,-5218.700000000042,0.3150524640869395,0.04067486567535226,2.2406198118428335,0.7035573122529645,0.2964426877470356,4.0,2.0
10:36,67804.0,0.7054746032682437,7.073953159105686,479642.3200000019,330.5176094626177,297.44,-507.94,218.98413178910397,-500.5130015022534,0.0214026513461933,-222184.45999999624,0.9504781741047582,0.07828737244419327,2.2418604651162792,0.7103710695534187,0.28962893044658133,4.0,3.0
10:37,1012.0,0.700592885375494,3.6900000000000124,3734.2800000000125,333.40906914588277,297.44,-507.94,220.4188434414669,-503.44118811881197,0.0110674853850045,-5218.700000000042,0.3150524640869395,0.04067486567535226,2.2406198118428335,0.7035573122529645,0.2964426877470356,4.0,2.0
10:38,1012.0,0.7015810276679841,3.415296442687759,3456.280000000012,333.18108249323825,292.44,-507.94,219.7752112676056,-505.2454304635762,0.010250571302339985,-7542.540000000007,0.20175747318827286,0.03761187530375488,2.2381426202321726,0.7035573122529645,0.2964426877470356,1.0,2.0
10:39,1012.0,0.700592885375494,3.6900000000000124,3734.2800000000125,333.40906914588277,297.44,-507.94,220.4188434414669,-503.44118811881197,0.0110674853850045,-5218.700000000042,0.3150524640869395,0.04067486567535226,2.2406198118428335,0.7035573122529645,0.2964426877470356,4.0,2.0
10:40,1012.0,0.7015810276679841,3.415296442687759,3456.280000000012,333.18108249323825,292.44,-507.94,219.7752112676056,-505.2454304635762,0.010250571302339985,-7542.540000000007,0.20175747318827286,0.03761187530375488,2.2381426202321726,0.7035573122529645,0.2964426877470356,1.0,2.0
10:41,1012.0,0.700592885375494,3.6900000000000124,3734.2800000000125,333.40906914588277,297.44,-507.94,220.4188434414669,-503.44118811881197,0.0110674853850045,-5218.700000000042,0.3150524640869395,0.04067486567535226,2.2406198118428335,0.7035573122529645,0.2964426877470356,4.0,2.0
10:42,1012.0,0.7015810276679841,3.415296442687759,3456.280000000012,333.18108249323825,292.44,-507.94,219.7752112676056,-505.2454304635762,0.010250571302339985,-7542.540000000007,0.20175747318827286,0.03761187530375488,2.2381426202321726,0.7035573122529645,0.2964426877470356,1.0,2.0
10:43,1012.0,0.700592885375494,3.6900000000000124,3734.2800000000125,333.40906914588277,297.44,-507.94,220.4188434414669,-503.44118811881197,0.0110674853850045,-5218.700000000042,0.3150524640869395,0.04067486567535226,2.2406198118428335,0.7035573122529645,0.2964426877470356,4.0,2.0
10:44,1012.0,0.7015810276679841,3.415296442687759,3456.280000000012,333.18108249323825,292.44,-507.94,219.7752112676056,-505.2454304635762,0.010250571302339985,-7542.540000000007,0.20175747318827286,0.03761187530375488,2.2381426202321726,0.7035573122529645,0.2964426877470356,1.0,2.0
10:45,1012.0,0.700592885375494,3.6900000000000124,3734.2800000000125,333.40906914588277,297.44,-507.94,220.4188434414669,-503.44118811881197,0.0110674853850045,-5218.700000000042,0.3150524640869395,0.04067486567535226,2.2406198118428335,0.7035573122529645,0.2964426877470356,4.0,2.0
10:46,1012.0,0.7015810276679841,3.415296442687759,3456.280000000012,333.18108249323825,292.44,-507.94,219.7752112676056,-505.2454304635762,0.010250571302339985,-7542.540000000007,0.20175747318827286,0.03761187530375488,2.2381426202321726,0.7035573122529645,0.2964426877470356,1.0,2.0
10:47,1012.0,0.700592885375494,3.6900000000000124,3734.2800000000125,333.40906914588277,297.44,-507.94,220.4188434414669,-503.44118811881197,0.0110674853850045,-5218.700000000042,0.3150524640869395,0.04067486567535226,2.2406198118428335,0.7035573122529645,0.2964426877470356,4.0,2.0
10:48,1012.0,0.7015810276679841,3.415296442687759,3456.280000000012,333.18108249323825,292.44,-507.94,219.7752112676056,-505.2454304635762,0.010250571302339985,-7542.540000000007,0.20175747318827286,0.03761187530375488,2.2381426202321726,0.7035573122529645,0.2964426877470356,1.0,2.0
10:49,1012.0,0.700592885375494,3.6900000000000124,3734.2800000000125,333.40906914588277,297.44,-507.94,220.4188434414669,-503.44118811881197,0.0110674853850045,-5218.700000000042,0.3150524640869395,0.04067486567535226,2.2406198118428335,0.7035573122529645,0.2964426877470356,4.0,2.0
10:50,1012.0,0.7015810276679841,3.415296442687759,3456.280000000012,333.18108249323825,292.44,-507.94,219.7752112676056,-505.2454304635762,0.010250571302339985,-7542.540000000007,0.20175747318827286,0.03761187530375488,2.2381426202321726,0.7035573122529645,0.2964426877470356,1.0,2.0
10:51,1012.0,0.700592885375494,3.6900000000000124,3734.2800000000125,333.40906914588277,297.44,-507.94,220.4188434414669,-503.44118811881197,0.0110674853850045,-5218.700000000042,0.3150524640869395,0.04067486567535226,2.2406198118428335,0.7035573122529645,0.2964426877470356,4.0,2.0
10:52,1012.0,0.7015810276679841,3.415296442687759,3456.280000000012,333.18108249323825,292.44,-507.94,219.7752112676056,-505.2454304635762,0.010250571302339985,-7542.540000000007,0.20175747318827286,0.03761187530375488,2.2381426202321726,0.7035573122529645,0.2964426877470356,1.0,2.0
10:53,1004.0,0.6942231075697212,-1.2460159362549657,-1250.9999999999854,334.4972086589988,297.44,-507.94,218.91632711621233,-501.0934201954397,-0.0037250413575953315,-7891.90000000001,-0.06979335410873232,-0.013909814923870075,2.1931687334197054,0.6992031872509961,0.300796812749004,4.0,3.0
10:54,1006.0,0.6848906560636183,-8.90387673956261,-8957.299999999987,337.2778876372353,292.44,-507.94,218.30502177068215,-502.74277602523665,-0.02639923062237427,-13946.23999999997,-0.2827862697739504,-0.09853508180573184,2.229515418502203,0.6888667992047713,0.3111332007952286,4.0,3.0
10:55,1004.0,0.6942231075697212,-1.2460159362549657,-1250.9999999999854,334.4972086589988,297.44,-507.94,218.91632711621233,-501.0934201954397,-0.0037250413575953315,-7891.90000000001,-0.06979335410873232,-0.013909814923870075,2.1931687334197054,0.6992031872509961,0.300796812749004,4.0,3.0
10:56,1006.0,0.6848906560636183,-8.90387673956261,-8957.299999999987,337.2778876372353,292.44,-507.94,218.30502177068215,-502.74277602523665,-0.02639923062237427,-13946.23999999997,-0.2827862697739504,-0.09853508180573184,2.229515418502203,0.6888667992047713,0.3111332007952286,4.0,3.0
10:57,1004.0,0.6942231075697212,-1.2460159362549657,-1250.9999999999854,334.4972086589988,297.44,-507.94,218.91632711621233,-501.0934201954397,-0.0037250413575953315,-7891.90000000001,-0.06979335410873232,-0.013909814923870075,2.1931687334197054,0.6992031872509961,0.300796812749004,4.0,3.0
10:58,1006.0,0.6848906560636183,-8.90387673956261,-8957.299999999987,337.2778876372353,292.44,-507.94,218.30502177068215,-502.74277602523665,-0.02639923062237427,-13946.23999999997,-0.2827862697739504,-0.09853508180573184,2.229515418502203,0.6888667992047713,0.3111332007952286,4.0,3.0
10:59,1004.0,0.6942231075697212,-1.2460159362549657,-1250.9999999999854,334.4972086589988,297.44,-507.94,218.91632711621233,-501.0934201954397,-0.0037250413575953315,-7891.90000000001,-0.06979335410873232,-0.013909814923870075,2.1931687334197054,0.6992031872509961,0.300796812749004,4.0,3.0
11:00,1006.0,0.6848906560636183,-8.90387673956261,-8957.299999999987,337.2778876372353,292.44,-507.94,218.30502177068215,-502.74277602523665,-0.02639923062237427,-13946.23999999997,-0.2827862697739504,-0.09853508180573184,2.229515418502203,0.6888667992047713,0.3111332007952286,4.0,3.0
11:01,1004.0,0.6942231075697212,-1.2460159362549657,-1250.9999999999854,334.4972086589988,297.44,-507.94,218.91632711621233,-501.0934201954397,-0.0037250413575953315,-7891.90000000001,-0.06979335410873232,-0.013909814923870075,2.1931687334197054,0.6992031872509961,0.300796812749004,4.0,3.0
11:02,1006.0,0.6848906560636183,-8.90387673956261,-8957.299999999987,337.2778876372353,292.44,-507.94,218.30502177068215,-502.74277602523665,-0.02639923062237427,-13946.23999999997,-0.2827862697739504,-0.09853508180573184,2.229515418502203,0.6888667992047713,0.3111332007952286,4.0,3.0
11:03,1004.0,0.6942231075697212,-1.2460159362549657,-1250.9999999999854,334.4972086589988,297.44,-507.94,218.91632711621233,-501.0934201954397,-0.0037250413575953315,-7891.90000000001,-0.06979335410873232,-0.013909814923870075,2.1931687334197054,0.6992031872509961,0.300796812749004,4.0,3.0
11:04,1006.0,0.6848906560636183,-8.90387673956261,-8957.299999999987,337.2778876372353,292.44,-507.94,218.30502177068215,-502.74277602523665,-0.02639923062237427,-13946.23999999997,-0.2827862697739504,-0.09853508180573184,2.229515418502203,0.6888667992047713,0.3111332007952286,4.0,3.0
11:05,1004.0,0.6942231075697212,-1.2460159362549657,-1250.9999999999854,334.4972086589988,297.44,-507.94,218.91632711621233,-501.0934201954397,-0.0037250413575953315,-7891.90000000001,-0.06979335410873232,-0.013909814923870075,2.1931687334197054,0.6992031872509961,0.300796812749004,4.0,3.0
11:06,1006.0,0.6848906560636183,-8.90387673956261,-8957.299999999987,337.2778876372353,292.44,-507.94,218.30502177068215,-502.74277602523665,-0.02639923062237427,-13946.23999999997,-0.2827862697739504,-0.09853508180573184,2.229515418502203,0.6888667992047713,0.3111332007952286,4.0,3.0
11:07,1004.0,0.6942231075697212,-1.2460159362549657,-1250.9999999999854,334.4972086589988,297.44,-507.94,218.91632711621233,-501.0934201954397,-0.0037250413575953315,-7891.90000000001,-0.06979335410873232,-0.013909814923870075,2.1931687334197054,0.6992031872509961,0.300796812749004,4.0,3.0
11:08,1006.0,0.6848906560636183,-8.90387673956261,-8957.299999999987,337.2778876372353,292.44,-507.94,218.30502177068215,-502.74277602523665,-0.02639923062237427,-13946.23999999997,-0.2827862697739504,-0.09853508180573184,2.229515418502203,0.6888667992047713,0.3111332007952286,4.0,3.0
11:09,1004.0,0.6942231075697212,-1.2460159362549657,-1250.9999999999854,334.4972086589988,297.44,-507.94,218.91632711621233,-501.0934201954397,-0.0037250413575953315,-7891.90000000001,-0.06979335410873232,-0.013909814923870075,2.1931687334197054,0.6992031872509961,0.300796812749004,4.0,3.0
11:10,1006.0,0.6848906560636183,-8.90387673956261,-8957.299999999987,337.2778876372353,292.44,-507.94,218.30502177068215,-502.74277602523665,-0.02639923062237427,-13946.23999999997,-0.2827862697739504,-0.09853508180573184,2.229515418502203,0.6888667992047713,0.3111332007952286,4.0,3.0
11:11,1004.0,0.6942231075697212,-1.2460159362549657,-1250.9999999999854,334.4972086589988,297.44,-507.94,218.91632711621233,-501.0934201954397,-0.0037250413575953315,-7891.90000000001,-0.06979335410873232,-0.013909814923870075,2.1931687334197054,0.6992031872509961,0.300796812749004,4.0,3.0
11:12,1006.0,0.6848906560636183,-8.90387673956261,-8957.299999999987,337.2778876372353,292.44,-507.94,218.30502177068215,-502.74277602523665,-0.02639923062237427,-13946.23999999997,-0.2827862697739504,-0.09853508180573184,2.229515418502203,0.6888667992047713,0.3111332007952286,4.0,3.0
11:13,1004.0,0.6942231075697212,-1.2460159362549657,-1250.9999999999854,334.4972086589988,297.44,-507.94,218.91632711621233,-501.0934201954397,-0.0037250413575953315,-7891.90000000001,-0.06979335410873232,-0.013909814923870075,2.1931687334197054,0.6992031872509961,0.300796812749004,4.0,3.0
11:14,1006.0,0.6848906560636183,-8.90387673956261,-8957.299999999987,337.2778876372353,292.44,-507.94,218.30502177068215,-502.74277602523665,-0.02639923062237427,-13946.23999999997,-0.2827862697739504,-0.09853508180573184,2.229515418502203,0.6888667992047713,0.3111332007952286,4.0,3.0
11:15,1004.0,0.6942231075697212,-1.2460159362549657,-1250.9999999999854,334.4972086589988,297.44,-507.94,218.91632711621233,-501.0934201954397,-0.0037250413575953315,-7891.90000000001,-0.06979335410873232,-0.013909814923870075,2.1931687334197054,0.6992031872509961,0.300796812749004,4.0,3.0
11:16,1006.0,0.6848906560636183,-8.90387673956261,-8957.299999999987,337.2778876372353,292.44,-507.94,218.30502177068215,-502.74277602523665,-0.02639923062237427,-13946.23999999997,-0.2827862697739504,-0.09853508180573184,2.229515418502203,0.6888667992047713,0.3111332007952286,4.0,3.0
11:17,1004.0,0.6942231075697212,-1.2460159362549657,-1250.9999999999854,334.4972086589988,297.44,-507.94,218.91632711621233,-501.0934201954397,-0.0037250413575953315,-7891.90000000001,-0.06979335410873232,-0.013909814923870075,2.1931687334197054,0.6992031872509961,0.300796812749004,4.0,3.0
11:18,1006.0,0.6848906560636183,-8.90387673956261,-8957.299999999987,337.2778876372353,292.44,-507.94,218.30502177068215,-502.74277602523665,-0.02639923062237427,-13946.23999999997,-0.2827862697739504,-0.09853508180573184,2.229515418502203,0.6888667992047713,0.3111332007952286,4.0,3.0
11:19,1004.0,0.6942231075697212,-1.2460159362549657,-1250.9999999999854,334.4972086589988,297.44,-507.94,218.91632711621233,-501.0934201954397,-0.0037250413575953315,-7891.90000000001,-0.06979335410873232,-0.013909814923870075,2.1931687334197054,0.6992031872509961,0.300796812749004,4.0,3.0
11:20,1006.0,0.6848906560636183,-8.90387673956261,-8957.299999999987,337.2778876372353,292.44,-507.94,218.30502177068215,-502.74277602523665,-0.02639923062237427,-13946.23999999997,-0.2827862697739504,-0.09853508180573184,2.229515418502203,0.6888667992047713,0.3111332007952286,4.0,3.0
11:21,1015.0,0.6935960591133005,-1.3085320197044235,-1328.1599999999899,332.8776459358892,302.44,-507.94,217.99823863636365,-497.74572347266883,-0.0039309699394967515,-10874.70000000001,-0.053773888891606086,-0.014401496942980332,2.187700831024931,0.7024630541871921,0.2975369458128079,4.0,3.0
11:22,1006.0,0.694831013916501,-0.448906560636167,-451.599999999984,332.68515134548517,292.44,-507.94,218.00509298998568,-497.8409120521173,-0.001349343542447402,-9832.419999999998,-0.020222360380392636,-0.004702686697342458,2.187095155268833,0.7037773359840954,0.2962226640159046,4.0,3.0
11:25,1015.0,0.6876847290640394,-5.010758620689642,-5085.919999999986,333.34765272968457,292.44,-507.94,217.35117478510028,-494.62788643533116,-0.015031630130459996,-12928.940000000002,-0.17319882383610108,-0.05546211496955985,2.184070796460177,0.7004926108374384,0.2995073891625616,4.0,3.0
11:26,1011.0,0.6913946587537092,-3.942551928783372,-3985.919999999989,332.7395701112773,292.44,-507.94,216.37705293276107,-497.54320512820505,-0.011848761863414301,-12026.680000000017,-0.14592212859047304,-0.04430112478566041,2.1913429522752494,0.7012858555885262,0.2987141444114738,4.0,3.0
11:27,1015.0,0.6876847290640394,-5.010758620689642,-5085.919999999986,333.34765272968457,292.44,-507.94,217.35117478510028,-494.62788643533116,-0.015031630130459996,-12928.940000000002,-0.17319882383610108,-0.05546211496955985,2.184070796460177,0.7004926108374384,0.2995073891625616,4.0,3.0
11:28,1011.0,0.6913946587537092,-3.942551928783372,-3985.919999999989,332.7395701112773,292.44,-507.94,216.37705293276107,-497.54320512820505,-0.011848761863414301,-12026.680000000017,-0.14592212859047304,-0.04430112478566041,2.1913429522752494,0.7012858555885262,0.2987141444114738,4.0,3.0
